['2024-02-14 02:04:32', '2024-02-14 02:01:10']
['2024-02-28 18:19:32', '2024-02-28 18:16:43']
['2024-02-28 18:22:21', '2024-02-28 18:19:32']
['2024-02-28 18:27:53', '2024-02-28 18:22:21']
['2024-02-28 18:30:30', '2024-02-28 18:27:53']
['2024-02-28 18:33:33', '2024-02-28 18:30:30']
['2024-02-28 18:36:16', '2024-02-28 18:33:33']
['2024-02-28 18:39:18', '2024-02-28 18:36:16']
['2024-02-28 18:42:00', '2024-02-28 18:39:18']
['2024-02-28 18:44:59', '2024-02-28 18:42:00']
['2024-02-28 18:47:41', '2024-02-28 18:44:59']
['2024-02-28 18:50:44', '2024-02-28 18:47:41']
['2024-02-28 18:53:27', '2024-02-28 18:50:44']
['2024-02-28 18:56:27', '2024-02-28 18:53:27']
['2024-02-28 18:59:12', '2024-02-28 18:56:27']
['2024-02-28 19:02:21', '2024-02-28 18:59:43']
['2024-02-28 19:05:07', '2024-02-28 19:02:21']
['2024-02-28 19:07:58', '2024-02-28 19:05:07']
['2024-02-28 19:10:51', '2024-02-28 19:07:58']
['2024-02-28 19:13:41', '2024-02-28 19:10:51']
['2024-02-28 19:16:33', '2024-02-28 19:13:41']
['2024-02-28 19:19:25', '2024-02-28 19:16:33']
['2024-02-28 19:22:20', '2024-02-28 19:19:25']
['2024-02-28 19:25:05', '2024-02-28 19:22:20']
['2024-02-28 19:27:55', '2024-02-28 19:25:05']
['2024-02-28 19:30:45', '2024-02-28 19:27:55']
['2024-02-28 19:33:33', '2024-02-28 19:30:45']
['2024-02-28 19:36:19', '2024-02-28 19:33:33']
['2024-02-28 19:39:14', '2024-02-28 19:36:19']
['2024-02-28 19:42:01', '2024-02-28 19:39:14']
['2024-02-28 19:44:49', '2024-02-28 19:42:01']
['2024-02-28 19:47:37', '2024-02-28 19:44:49']
['2024-02-28 19:50:39', '2024-02-28 19:47:37']
['2024-02-28 19:53:32', '2024-02-28 19:50:39']
['2024-02-28 19:56:18', '2024-02-28 19:53:32']
['2024-02-28 19:59:03', '2024-02-28 19:56:18']
['2024-02-28 20:01:51', '2024-02-28 19:59:03']
['2024-02-28 20:04:47', '2024-02-28 20:01:51']
['2024-02-28 20:07:32', '2024-02-28 20:04:47']
['2024-02-28 20:10:19', '2024-02-28 20:07:32']
['2024-02-28 20:13:09', '2024-02-28 20:10:19']
['2024-02-28 20:16:04', '2024-02-28 20:13:09']
['2024-02-28 20:18:56', '2024-02-28 20:16:04']
['2024-02-28 20:21:45', '2024-02-28 20:18:56']
['2024-02-28 20:24:32', '2024-02-28 20:21:45']
['2024-02-28 20:27:22', '2024-02-28 20:24:32']
['2024-02-28 20:30:15', '2024-02-28 20:27:22']
['2024-02-28 20:33:09', '2024-02-28 20:30:15']
['2024-02-28 20:36:03', '2024-02-28 20:33:09']
['2024-02-28 20:38:55', '2024-02-28 20:36:03']
['2024-02-28 20:41:45', '2024-02-28 20:38:55']
['2024-02-28 20:44:37', '2024-02-28 20:41:45']
['2024-02-28 20:47:28', '2024-02-28 20:44:37']
['2024-02-28 20:50:27', '2024-02-28 20:47:28']
['2024-02-28 20:53:12', '2024-02-28 20:50:27']
['2024-02-28 20:56:00', '2024-02-28 20:53:12']
['2024-02-28 20:58:55', '2024-02-28 20:56:00']
['2024-02-28 21:02:01', '2024-02-28 20:58:55']
['2024-02-28 21:05:11', '2024-02-28 21:02:01']
['2024-02-28 21:08:34', '2024-02-28 21:05:11']
['2024-02-28 21:11:37', '2024-02-28 21:08:34']
['2024-02-28 21:14:40', '2024-02-28 21:11:37']
['2024-02-28 21:17:43', '2024-02-28 21:14:40']
['2024-02-28 21:22:55', '2024-02-28 21:17:43']
['2024-02-28 21:26:09', '2024-02-28 21:22:55']
['2024-02-28 21:29:11', '2024-02-28 21:26:09']
['2024-02-28 21:32:14', '2024-02-28 21:29:11']
['2024-02-28 21:35:14', '2024-02-28 21:32:14']
['2024-02-28 21:38:18', '2024-02-28 21:35:14']
['2024-02-28 21:41:20', '2024-02-28 21:38:18']
['2024-02-28 21:44:26', '2024-02-28 21:41:20']
['2024-02-28 21:47:29', '2024-02-28 21:44:26']
['2024-02-28 21:50:36', '2024-02-28 21:47:29']
['2024-02-28 21:53:38', '2024-02-28 21:50:36']
['2024-02-28 21:56:40', '2024-02-28 21:53:38']
['2024-02-28 21:59:40', '2024-02-28 21:56:40']
['2024-02-28 22:02:47', '2024-02-28 21:59:40']
['2024-02-28 22:05:46', '2024-02-28 22:02:47']
['2024-02-28 22:08:45', '2024-02-28 22:05:46']
['2024-02-28 22:11:46', '2024-02-28 22:08:45']
['2024-02-28 22:14:44', '2024-02-28 22:11:46']
['2024-02-28 22:17:48', '2024-02-28 22:14:44']
['2024-02-28 22:20:46', '2024-02-28 22:17:48']
['2024-02-28 22:23:49', '2024-02-28 22:20:46']
['2024-02-28 22:26:45', '2024-02-28 22:23:49']
['2024-02-28 22:29:44', '2024-02-28 22:26:45']
['2024-02-28 22:32:41', '2024-02-28 22:29:44']
['2024-02-28 22:35:44', '2024-02-28 22:32:41']
['2024-02-28 22:38:46', '2024-02-28 22:35:44']
['2024-02-28 22:41:43', '2024-02-28 22:38:46']
['2024-02-28 22:44:45', '2024-02-28 22:41:43']
['2024-02-28 22:47:43', '2024-02-28 22:44:45']
['2024-02-28 22:50:41', '2024-02-28 22:47:43']
['2024-02-28 22:53:44', '2024-02-28 22:50:41']
['2024-02-28 22:56:46', '2024-02-28 22:53:44']
['2024-02-28 22:59:48', '2024-02-28 22:56:46']
['2024-02-28 23:02:50', '2024-02-28 22:59:48']
['2024-02-28 23:05:51', '2024-02-28 23:02:50']
['2024-02-28 23:08:47', '2024-02-28 23:05:51']
['2024-02-28 23:11:48', '2024-02-28 23:08:47']
['2024-02-28 23:14:47', '2024-02-28 23:11:48']
['2024-02-28 23:17:46', '2024-02-28 23:14:47']
['2024-02-28 23:20:48', '2024-02-28 23:17:46']
['2024-02-28 23:23:45', '2024-02-28 23:20:48']
['2024-02-28 23:26:42', '2024-02-28 23:23:45']
['2024-02-28 23:29:40', '2024-02-28 23:26:42']
['2024-02-28 23:32:37', '2024-02-28 23:29:40']
['2024-02-28 23:35:33', '2024-02-28 23:32:37']
['2024-02-28 23:38:33', '2024-02-28 23:35:33']
['2024-02-28 23:41:32', '2024-02-28 23:38:33']
['2024-02-28 23:44:30', '2024-02-28 23:41:32']
['2024-02-28 23:47:30', '2024-02-28 23:44:30']
['2024-02-28 23:50:29', '2024-02-28 23:47:30']
['2024-02-28 23:53:26', '2024-02-28 23:50:29']
['2024-02-28 23:56:23', '2024-02-28 23:53:26']
['2024-02-28 23:59:19', '2024-02-28 23:56:23']
['2024-02-29 00:02:09', '2024-02-28 23:59:19']
['2024-02-29 00:04:58', '2024-02-29 00:02:09']
['2024-02-29 00:07:45', '2024-02-29 00:04:58']
['2024-02-29 00:10:33', '2024-02-29 00:07:45']
['2024-02-29 00:13:22', '2024-02-29 00:10:33']
['2024-02-29 00:16:13', '2024-02-29 00:13:22']
['2024-02-29 00:19:07', '2024-02-29 00:16:13']
['2024-02-29 00:22:03', '2024-02-29 00:19:07']
['2024-02-29 00:24:49', '2024-02-29 00:22:03']
['2024-02-29 00:27:38', '2024-02-29 00:24:49']
['2024-02-29 00:30:28', '2024-02-29 00:27:38']
['2024-02-29 00:33:24', '2024-02-29 00:30:28']
['2024-02-29 00:36:13', '2024-02-29 00:33:24']
['2024-02-29 00:39:04', '2024-02-29 00:36:13']
['2024-02-29 00:41:51', '2024-02-29 00:39:04']
['2024-02-29 00:44:53', '2024-02-29 00:41:51']
['2024-02-29 00:47:56', '2024-02-29 00:44:53']
['2024-02-29 00:51:13', '2024-02-29 00:47:56']
['2024-02-29 00:54:34', '2024-02-29 00:51:13']
['2024-02-29 00:57:39', '2024-02-29 00:54:34']
['2024-02-29 01:00:25', '2024-02-29 00:57:39']
['2024-02-29 01:03:14', '2024-02-29 01:00:25']
['2024-02-29 01:06:02', '2024-02-29 01:03:14']
['2024-02-29 01:08:50', '2024-02-29 01:06:02']
['2024-02-29 01:11:35', '2024-02-29 01:08:50']
['2024-02-29 01:14:22', '2024-02-29 01:11:35']
['2024-02-29 01:19:46', '2024-02-29 01:14:22']
['2024-02-29 01:22:23', '2024-02-29 01:19:46']
['2024-02-29 01:25:18', '2024-02-29 01:22:23']
['2024-02-29 01:27:59', '2024-02-29 01:25:18']
['2024-02-29 01:30:58', '2024-02-29 01:27:59']
['2024-02-29 01:33:39', '2024-02-29 01:30:58']
['2024-02-29 01:36:38', '2024-02-29 01:33:39']
['2024-02-29 01:39:19', '2024-02-29 01:36:38']
['2024-02-29 01:42:17', '2024-02-29 01:39:19']
['2024-02-29 01:44:55', '2024-02-29 01:42:17']
['2024-02-29 01:47:52', '2024-02-29 01:44:55']
['2024-02-29 01:50:30', '2024-02-29 01:47:52']
['2024-02-29 01:53:29', '2024-02-29 01:50:30']
['2024-02-29 01:56:08', '2024-02-29 01:53:29']
['2024-02-29 01:59:05', '2024-02-29 01:56:08']
['2024-02-29 02:01:49', '2024-02-29 01:59:05']
['2024-02-29 02:04:54', '2024-02-29 02:01:49']
['2024-02-29 02:07:31', '2024-02-29 02:04:54']
['2024-02-29 02:10:27', '2024-02-29 02:07:31']
['2024-02-29 02:13:07', '2024-02-29 02:10:27']
['2024-02-29 02:16:16', '2024-02-29 02:13:36']
['2024-02-29 02:19:07', '2024-02-29 02:16:16']
['2024-02-29 02:21:55', '2024-02-29 02:19:07']
['2024-02-29 02:24:47', '2024-02-29 02:21:55']
['2024-02-29 02:27:34', '2024-02-29 02:24:47']
['2024-02-29 02:30:20', '2024-02-29 02:27:34']
['2024-02-29 02:33:08', '2024-02-29 02:30:20']
['2024-02-29 02:35:56', '2024-02-29 02:33:08']
['2024-02-29 02:38:45', '2024-02-29 02:35:56']
['2024-02-29 02:41:34', '2024-02-29 02:38:45']
['2024-02-29 02:44:21', '2024-02-29 02:41:34']
['2024-02-29 02:47:15', '2024-02-29 02:44:21']
['2024-02-29 02:50:09', '2024-02-29 02:47:15']
['2024-02-29 02:53:00', '2024-02-29 02:50:09']
['2024-02-29 02:55:47', '2024-02-29 02:53:00']
['2024-02-29 02:58:34', '2024-02-29 02:55:47']
['2024-02-29 03:01:18', '2024-02-29 02:58:34']
['2024-02-29 03:04:06', '2024-02-29 03:01:18']
['2024-02-29 03:06:58', '2024-02-29 03:04:06']
['2024-02-29 03:09:48', '2024-02-29 03:06:58']
['2024-02-29 03:12:36', '2024-02-29 03:09:48']
['2024-02-29 03:15:22', '2024-02-29 03:12:36']
['2024-02-29 03:18:12', '2024-02-29 03:15:22']
['2024-02-29 03:20:58', '2024-02-29 03:18:12']
['2024-02-29 03:23:49', '2024-02-29 03:20:58']
['2024-02-29 03:26:38', '2024-02-29 03:23:49']
['2024-02-29 03:29:33', '2024-02-29 03:26:38']
['2024-02-29 03:32:18', '2024-02-29 03:29:33']
['2024-02-29 03:35:04', '2024-02-29 03:32:18']
['2024-02-29 03:37:52', '2024-02-29 03:35:04']
['2024-02-29 03:40:44', '2024-02-29 03:37:52']
['2024-02-29 03:43:29', '2024-02-29 03:40:44']
['2024-02-29 03:46:14', '2024-02-29 03:43:29']
['2024-02-29 03:49:00', '2024-02-29 03:46:14']
['2024-02-29 03:51:46', '2024-02-29 03:49:00']
['2024-02-29 03:54:31', '2024-02-29 03:51:46']
['2024-02-29 03:57:14', '2024-02-29 03:54:31']
['2024-02-29 04:00:06', '2024-02-29 03:57:14']
['2024-02-29 04:02:56', '2024-02-29 04:00:06']
['2024-02-29 04:05:43', '2024-02-29 04:02:56']
['2024-02-29 04:08:35', '2024-02-29 04:05:43']
['2024-02-29 04:11:19', '2024-02-29 04:08:35']
['2024-02-29 04:14:06', '2024-02-29 04:11:19']
['2024-02-29 04:16:53', '2024-02-29 04:14:06']
['2024-02-29 04:19:51', '2024-02-29 04:16:53']
['2024-02-29 04:22:37', '2024-02-29 04:19:51']
['2024-02-29 04:25:25', '2024-02-29 04:22:37']
['2024-02-29 04:28:09', '2024-02-29 04:25:25']
['2024-02-29 04:30:57', '2024-02-29 04:28:09']
['2024-02-29 04:33:50', '2024-02-29 04:30:57']
['2024-02-29 04:36:35', '2024-02-29 04:33:50']
['2024-02-29 04:39:20', '2024-02-29 04:36:35']
['2024-02-29 04:42:07', '2024-02-29 04:39:20']
['2024-02-29 04:44:51', '2024-02-29 04:42:07']
['2024-02-29 04:47:45', '2024-02-29 04:44:51']
['2024-02-29 04:50:33', '2024-02-29 04:47:45']
['2024-02-29 04:53:18', '2024-02-29 04:50:33']
['2024-02-29 04:56:07', '2024-02-29 04:53:18']
['2024-02-29 04:59:04', '2024-02-29 04:56:07']
['2024-02-29 05:01:53', '2024-02-29 04:59:04']
['2024-02-29 05:04:46', '2024-02-29 05:01:53']
['2024-02-29 05:07:33', '2024-02-29 05:04:46']
['2024-02-29 05:10:23', '2024-02-29 05:07:33']
['2024-02-29 05:13:15', '2024-02-29 05:10:23']
['2024-02-29 05:16:04', '2024-02-29 05:13:15']
['2024-02-29 05:18:50', '2024-02-29 05:16:04']
['2024-02-29 05:21:38', '2024-02-29 05:18:50']
['2024-02-29 05:24:25', '2024-02-29 05:21:38']
['2024-02-29 05:27:12', '2024-02-29 05:24:25']
['2024-02-29 05:30:02', '2024-02-29 05:27:12']
['2024-02-29 05:32:49', '2024-02-29 05:30:02']
['2024-02-29 05:35:36', '2024-02-29 05:32:49']
['2024-02-29 05:38:26', '2024-02-29 05:35:36']
['2024-02-29 05:41:12', '2024-02-29 05:38:26']
['2024-02-29 05:44:02', '2024-02-29 05:41:12']
['2024-02-29 05:46:47', '2024-02-29 05:44:02']
['2024-02-29 05:49:33', '2024-02-29 05:46:47']
['2024-02-29 05:52:19', '2024-02-29 05:49:33']
['2024-02-29 05:55:09', '2024-02-29 05:52:19']
['2024-02-29 05:57:54', '2024-02-29 05:55:09']
['2024-02-29 06:00:41', '2024-02-29 05:57:54']
['2024-02-29 06:03:30', '2024-02-29 06:00:41']
['2024-02-29 06:06:20', '2024-02-29 06:03:30']
['2024-02-29 06:09:10', '2024-02-29 06:06:20']
['2024-02-29 06:11:55', '2024-02-29 06:09:10']
['2024-02-29 06:14:41', '2024-02-29 06:11:55']
['2024-02-29 06:17:34', '2024-02-29 06:14:41']
['2024-02-29 06:20:31', '2024-02-29 06:17:34']
['2024-02-29 06:23:27', '2024-02-29 06:20:31']
['2024-02-29 06:26:14', '2024-02-29 06:23:27']
['2024-02-29 06:29:00', '2024-02-29 06:26:14']
['2024-02-29 06:31:49', '2024-02-29 06:29:00']
['2024-02-29 06:34:36', '2024-02-29 06:31:49']
['2024-02-29 06:37:23', '2024-02-29 06:34:36']
['2024-02-29 06:40:16', '2024-02-29 06:37:23']
['2024-02-29 06:43:02', '2024-02-29 06:40:16']
['2024-02-29 06:45:58', '2024-02-29 06:43:02']
['2024-02-29 06:48:49', '2024-02-29 06:45:58']
['2024-02-29 06:51:37', '2024-02-29 06:48:49']
['2024-02-29 06:54:27', '2024-02-29 06:51:37']
['2024-02-29 06:57:21', '2024-02-29 06:54:27']
['2024-02-29 07:00:09', '2024-02-29 06:57:21']
['2024-02-29 07:02:58', '2024-02-29 07:00:09']
['2024-02-29 07:05:46', '2024-02-29 07:02:58']
['2024-02-29 07:08:38', '2024-02-29 07:05:46']
['2024-02-29 07:11:29', '2024-02-29 07:08:38']
['2024-02-29 07:14:27', '2024-02-29 07:11:29']
['2024-02-29 07:17:16', '2024-02-29 07:14:27']
['2024-02-29 07:20:03', '2024-02-29 07:17:16']
['2024-02-29 07:22:49', '2024-02-29 07:20:03']
['2024-02-29 07:25:42', '2024-02-29 07:22:49']
['2024-02-29 07:28:31', '2024-02-29 07:25:42']
['2024-02-29 07:31:27', '2024-02-29 07:28:31']
['2024-02-29 07:34:17', '2024-02-29 07:31:27']
['2024-02-29 07:37:08', '2024-02-29 07:34:17']
['2024-02-29 07:39:55', '2024-02-29 07:37:08']
['2024-02-29 07:42:44', '2024-02-29 07:39:55']
['2024-02-29 07:45:34', '2024-02-29 07:42:44']
['2024-02-29 07:48:25', '2024-02-29 07:45:34']
['2024-02-29 07:51:24', '2024-02-29 07:48:25']
['2024-02-29 07:54:11', '2024-02-29 07:51:24']
['2024-02-29 07:56:57', '2024-02-29 07:54:11']
['2024-02-29 07:59:42', '2024-02-29 07:56:57']
['2024-02-29 08:02:36', '2024-02-29 07:59:42']
['2024-02-29 08:05:26', '2024-02-29 08:02:36']
['2024-02-29 08:08:15', '2024-02-29 08:05:26']
['2024-02-29 08:10:59', '2024-02-29 08:08:15']
['2024-02-29 08:13:49', '2024-02-29 08:10:59']
['2024-02-29 08:16:38', '2024-02-29 08:13:49']
['2024-02-29 08:19:26', '2024-02-29 08:16:38']
['2024-02-29 08:22:18', '2024-02-29 08:19:26']
['2024-02-29 08:25:01', '2024-02-29 08:22:18']
['2024-02-29 08:27:52', '2024-02-29 08:25:01']
['2024-02-29 08:30:38', '2024-02-29 08:27:52']
['2024-02-29 08:33:25', '2024-02-29 08:30:38']
['2024-02-29 08:36:11', '2024-02-29 08:33:25']
['2024-02-29 08:39:00', '2024-02-29 08:36:11']
['2024-02-29 08:41:48', '2024-02-29 08:39:00']
['2024-02-29 08:44:42', '2024-02-29 08:41:48']
['2024-02-29 08:47:30', '2024-02-29 08:44:42']
['2024-02-29 08:50:17', '2024-02-29 08:47:30']
['2024-02-29 08:53:05', '2024-02-29 08:50:17']
['2024-02-29 08:55:58', '2024-02-29 08:53:05']
['2024-02-29 08:58:46', '2024-02-29 08:55:58']
['2024-02-29 09:01:32', '2024-02-29 08:58:46']
['2024-02-29 09:04:23', '2024-02-29 09:01:32']
['2024-02-29 09:07:19', '2024-02-29 09:04:23']
['2024-02-29 09:10:08', '2024-02-29 09:07:19']
['2024-02-29 09:12:57', '2024-02-29 09:10:08']
['2024-02-29 09:15:46', '2024-02-29 09:12:57']
['2024-02-29 09:18:32', '2024-02-29 09:15:46']
['2024-02-29 09:21:17', '2024-02-29 09:18:32']
['2024-02-29 09:24:02', '2024-02-29 09:21:17']
['2024-02-29 09:26:48', '2024-02-29 09:24:02']
['2024-02-29 09:29:34', '2024-02-29 09:26:48']
['2024-02-29 09:32:22', '2024-02-29 09:29:34']
['2024-02-29 09:35:12', '2024-02-29 09:32:22']
['2024-02-29 09:37:56', '2024-02-29 09:35:12']
['2024-02-29 09:40:45', '2024-02-29 09:37:56']
['2024-02-29 09:43:33', '2024-02-29 09:40:45']
['2024-02-29 09:46:24', '2024-02-29 09:43:33']
['2024-02-29 09:49:09', '2024-02-29 09:46:24']
['2024-02-29 09:52:02', '2024-02-29 09:49:09']
['2024-02-29 09:54:52', '2024-02-29 09:52:02']
['2024-02-29 09:57:40', '2024-02-29 09:54:52']
['2024-02-29 10:00:40', '2024-02-29 09:57:40']
['2024-02-29 10:03:31', '2024-02-29 10:00:40']
['2024-02-29 10:06:26', '2024-02-29 10:03:31']
['2024-02-29 10:09:14', '2024-02-29 10:06:26']
['2024-02-29 10:12:03', '2024-02-29 10:09:14']
['2024-02-29 10:14:56', '2024-02-29 10:12:03']
['2024-02-29 10:17:50', '2024-02-29 10:14:56']
['2024-02-29 10:20:42', '2024-02-29 10:17:50']
['2024-02-29 10:23:33', '2024-02-29 10:20:42']
['2024-02-29 10:26:28', '2024-02-29 10:23:33']
['2024-02-29 10:29:17', '2024-02-29 10:26:28']
['2024-02-29 10:32:06', '2024-02-29 10:29:17']
['2024-02-29 10:34:58', '2024-02-29 10:32:06']
['2024-02-29 10:37:47', '2024-02-29 10:34:58']
['2024-02-29 10:40:31', '2024-02-29 10:37:47']
['2024-02-29 10:43:20', '2024-02-29 10:40:31']
['2024-02-29 10:48:51', '2024-02-29 10:43:20']
['2024-02-29 10:51:29', '2024-02-29 10:48:51']
['2024-02-29 10:54:26', '2024-02-29 10:51:29']
['2024-02-29 10:57:03', '2024-02-29 10:54:26']
['2024-02-29 11:00:04', '2024-02-29 10:57:03']
['2024-02-29 11:02:48', '2024-02-29 11:00:04']
['2024-02-29 11:05:50', '2024-02-29 11:02:48']
['2024-02-29 11:08:31', '2024-02-29 11:05:50']
['2024-02-29 11:11:33', '2024-02-29 11:08:31']
['2024-02-29 11:14:14', '2024-02-29 11:11:33']
['2024-02-29 11:17:18', '2024-02-29 11:14:14']
['2024-02-29 11:20:01', '2024-02-29 11:17:18']
['2024-02-29 11:22:58', '2024-02-29 11:20:01']
['2024-02-29 11:25:42', '2024-02-29 11:22:58']
['2024-02-29 11:28:40', '2024-02-29 11:25:42']
['2024-02-29 11:31:22', '2024-02-29 11:28:40']
['2024-02-29 11:34:23', '2024-02-29 11:31:22']
['2024-02-29 11:37:00', '2024-02-29 11:34:23']
['2024-02-29 11:39:59', '2024-02-29 11:37:00']
['2024-02-29 11:42:37', '2024-02-29 11:39:59']
['2024-02-29 11:45:30', '2024-02-29 11:42:37']
['2024-02-29 11:48:10', '2024-02-29 11:45:30']
['2024-02-29 11:53:43', '2024-02-29 11:48:10']
['2024-02-29 11:56:33', '2024-02-29 11:53:43']
['2024-02-29 11:59:26', '2024-02-29 11:56:33']
['2024-02-29 12:02:14', '2024-02-29 11:59:26']
['2024-02-29 12:05:02', '2024-02-29 12:02:14']
['2024-02-29 12:08:18', '2024-02-29 12:05:26']
['2024-02-29 12:11:02', '2024-02-29 12:08:18']
['2024-02-29 12:14:07', '2024-02-29 12:11:02']
['2024-02-29 12:16:48', '2024-02-29 12:14:07']
['2024-02-29 12:19:56', '2024-02-29 12:16:48']
['2024-02-29 12:22:37', '2024-02-29 12:19:56']
['2024-02-29 12:25:36', '2024-02-29 12:22:37']
['2024-02-29 12:28:17', '2024-02-29 12:25:36']
['2024-02-29 12:31:19', '2024-02-29 12:28:17']
['2024-02-29 12:34:01', '2024-02-29 12:31:19']
['2024-02-29 12:37:03', '2024-02-29 12:34:01']
['2024-02-29 12:39:44', '2024-02-29 12:37:03']
['2024-02-29 12:42:46', '2024-02-29 12:39:44']
['2024-02-29 12:45:27', '2024-02-29 12:42:46']
['2024-02-29 12:48:30', '2024-02-29 12:45:27']
['2024-02-29 12:51:12', '2024-02-29 12:48:30']
