['2024-01-30 22:32:28', '2024-01-30 21:44:27']
['2024-02-03 13:11:13', '2024-02-03 13:08:07']
['2024-02-03 13:15:14', '2024-02-03 13:12:49']
['2024-02-03 13:18:47', '2024-02-03 13:15:23']
['2024-02-03 13:30:42', '2024-02-03 13:28:20']
['2024-02-03 13:33:27', '2024-02-03 13:30:50']
['2024-02-03 13:36:46', '2024-02-03 13:33:34']
['2024-02-03 13:40:49', '2024-02-03 13:37:29']
['2024-02-03 13:43:14', '2024-02-03 13:40:57']
['2024-02-03 13:47:17', '2024-02-03 13:43:49']
['2024-02-03 13:50:43', '2024-02-03 13:48:15']
['2024-02-03 13:53:29', '2024-02-03 13:50:50']
['2024-02-03 13:57:11', '2024-02-03 13:53:36']
['2024-02-03 14:00:37', '2024-02-03 13:57:18']
['2024-02-03 14:03:35', '2024-02-03 14:01:16']
['2024-02-03 14:07:12', '2024-02-03 14:03:50']
['2024-02-03 14:10:37', '2024-02-03 14:07:20']
['2024-02-03 14:14:38', '2024-02-03 14:11:13']
['2024-02-03 14:17:14', '2024-02-03 14:14:53']
['2024-02-03 14:19:36', '2024-02-03 14:17:21']
['2024-02-03 14:23:39', '2024-02-03 14:20:14']
['2024-02-03 14:27:12', '2024-02-03 14:24:02']
['2024-02-03 14:30:39', '2024-02-03 14:27:19']
['2024-02-03 14:34:37', '2024-02-03 14:31:16']
['2024-02-03 14:38:14', '2024-02-03 14:34:37']
['2024-02-03 14:41:39', '2024-02-03 14:38:21']
['2024-02-03 14:45:27', '2024-02-03 14:42:16']
['2024-02-03 14:56:06', '2024-02-03 14:53:15']
['2024-02-03 15:00:00', '2024-02-03 14:56:36']
['2024-02-03 15:03:21', '2024-02-03 15:00:15']
['2024-02-03 15:06:53', '2024-02-03 15:03:57']
['2024-02-03 15:10:56', '2024-02-03 15:07:21']
['2024-02-03 15:14:41', '2024-02-03 15:11:34']
['2024-02-03 15:19:53', '2024-02-03 15:16:43']
['2024-02-03 15:24:03', '2024-02-03 15:20:39']
['2024-02-03 15:27:22', '2024-02-03 15:24:57']
['2024-02-03 15:30:55', '2024-02-03 15:27:49']
['2024-02-03 15:34:57', '2024-02-03 15:32:29']
['2024-02-03 15:38:40', '2024-02-03 15:35:31']
['2024-02-03 15:55:58', '2024-02-03 15:52:30']
['2024-02-03 16:02:06', '2024-02-03 15:59:14']
['2024-02-03 16:13:33', '2024-02-03 16:11:17']
['2024-02-03 16:17:06', '2024-02-03 16:14:50']
['2024-02-03 16:21:53', '2024-02-03 16:19:22']
['2024-02-03 16:25:42', '2024-02-03 16:22:42']
['2024-02-03 17:51:15', '2024-02-03 17:49:14']
['2024-02-03 17:54:55', '2024-02-03 17:52:18']
['2024-02-03 17:57:27', '2024-02-03 17:55:02']
['2024-02-03 18:01:03', '2024-02-03 17:58:04']
['2024-02-03 18:09:39', '2024-02-03 18:06:21']
['2024-02-03 18:12:25', '2024-02-03 18:09:46']
['2024-02-03 18:15:44', '2024-02-03 18:12:32']
['2024-02-03 18:18:29', '2024-02-03 18:16:24']
['2024-02-03 18:24:15', '2024-02-03 18:21:47']
['2024-02-03 18:28:39', '2024-02-03 18:26:15']
['2024-02-03 18:31:27', '2024-02-03 18:28:47']
['2024-02-03 18:35:07', '2024-02-03 18:31:35']
['2024-02-03 18:38:32', '2024-02-03 18:35:14']
['2024-02-03 18:41:36', '2024-02-03 18:39:07']
['2024-02-03 18:45:07', '2024-02-03 18:41:50']
['2024-02-03 18:48:50', '2024-02-03 18:45:15']
['2024-02-03 18:52:23', '2024-02-03 18:49:22']
['2024-02-03 19:00:42', '2024-02-03 18:58:22']
['2024-02-03 19:04:17', '2024-02-03 19:01:56']
['2024-02-03 19:07:48', '2024-02-03 19:04:51']
['2024-02-03 19:11:50', '2024-02-03 19:09:35']
['2024-02-03 19:15:30', '2024-02-03 19:12:04']
['2024-02-03 19:21:02', '2024-02-03 19:18:19']
['2024-02-03 19:23:57', '2024-02-03 19:21:30']
['2024-02-03 19:26:15', '2024-02-03 19:24:11']
['2024-02-03 19:30:19', '2024-02-03 19:26:50']
['2024-02-03 19:33:53', '2024-02-03 19:30:35']
['2024-02-03 19:37:17', '2024-02-03 19:34:00']
['2024-02-03 19:42:20', '2024-02-03 19:37:52']
['2024-02-03 19:46:45', '2024-02-03 19:44:14']
['2024-02-03 19:50:18', '2024-02-03 19:46:52']
['2024-02-03 19:54:20', '2024-02-03 19:50:55']
['2024-02-03 20:00:47', '2024-02-03 19:57:15']
['2024-02-03 20:04:39', '2024-02-03 20:00:54']
['2024-02-03 20:08:07', '2024-02-03 20:05:30']
['2024-02-03 20:11:46', '2024-02-03 20:09:31']
['2024-02-03 20:15:21', '2024-02-03 20:11:53']
['2024-02-03 20:19:20', '2024-02-03 20:15:58']
['2024-02-03 20:23:49', '2024-02-03 20:20:24']
['2024-02-03 20:27:20', '2024-02-03 20:23:56']
['2024-02-03 20:32:08', '2024-02-03 20:29:23']
['2024-02-03 20:36:49', '2024-02-03 20:33:48']
['2024-02-03 20:40:21', '2024-02-03 20:36:56']
['2024-02-03 20:44:54', '2024-02-03 20:40:57']
['2024-02-03 20:48:54', '2024-02-03 20:45:24']
['2024-02-03 20:54:44', '2024-02-03 20:49:29']
['2024-02-03 20:59:56', '2024-02-03 20:54:57']
['2024-02-03 21:05:57', '2024-02-03 21:00:54']
['2024-02-03 21:10:24', '2024-02-03 21:06:04']
['2024-02-03 21:14:57', '2024-02-03 21:10:46']
['2024-02-03 21:20:02', '2024-02-03 21:14:57']
['2024-02-03 21:24:32', '2024-02-03 21:20:39']
['2024-02-03 21:28:12', '2024-02-03 21:25:15']
['2024-02-03 21:33:38', '2024-02-03 21:28:40']
['2024-02-03 21:38:39', '2024-02-03 21:34:38']
['2024-02-03 21:44:06', '2024-02-03 21:41:14']
['2024-02-03 21:49:52', '2024-02-03 21:45:21']
['2024-02-03 21:55:33', '2024-02-03 21:50:48']
['2024-02-03 22:00:07', '2024-02-03 21:56:41']
['2024-02-03 22:04:55', '2024-02-03 22:00:30']
['2024-02-03 22:09:42', '2024-02-03 22:05:41']
['2024-02-03 22:15:14', '2024-02-03 22:11:14']
['2024-02-03 22:19:48', '2024-02-03 22:15:22']
['2024-02-03 22:25:35', '2024-02-03 22:21:15']
['2024-02-03 22:30:16', '2024-02-03 22:27:15']
['2024-02-03 22:33:59', '2024-02-03 22:30:24']
['2024-02-03 22:39:27', '2024-02-03 22:36:20']
['2024-02-03 22:44:02', '2024-02-03 22:39:59']
['2024-02-03 22:48:54', '2024-02-03 22:45:18']
['2024-02-03 22:54:29', '2024-02-03 22:49:01']
['2024-02-03 23:01:17', '2024-02-03 22:56:27']
['2024-02-03 23:06:57', '2024-02-03 23:03:14']
['2024-02-03 23:12:30', '2024-02-03 23:07:04']
['2024-02-03 23:22:10', '2024-02-03 23:15:56']
['2024-02-03 23:30:33', '2024-02-03 23:22:39']
['2024-02-03 23:37:25', '2024-02-03 23:30:49']
['2024-02-03 23:46:20', '2024-02-03 23:39:22']
['2024-02-03 23:54:00', '2024-02-03 23:47:22']
['2024-02-04 00:00:57', '2024-02-03 23:54:29']
['2024-02-04 00:09:22', '2024-02-04 00:03:25']
['2024-02-04 00:16:08', '2024-02-04 00:09:29']
['2024-02-04 01:27:19', '2024-02-04 01:25:16']
['2024-02-04 04:05:28', '2024-02-04 04:02:15']
['2024-02-04 04:25:50', '2024-02-04 04:10:14']
['2024-02-04 04:42:57', '2024-02-04 04:28:19']
['2024-02-04 04:53:39', '2024-02-04 04:43:38']
['2024-02-04 05:01:27', '2024-02-04 04:53:45']
['2024-02-04 05:08:05', '2024-02-04 05:01:34']
['2024-02-04 05:14:35', '2024-02-04 05:08:11']
['2024-02-04 05:21:22', '2024-02-04 05:16:37']
['2024-02-04 05:25:14', '2024-02-04 05:21:30']
['2024-02-04 05:35:49', '2024-02-04 05:32:15']
['2024-02-04 05:41:30', '2024-02-04 05:35:49']
['2024-02-04 05:48:01', '2024-02-04 05:42:45']
['2024-02-04 05:53:57', '2024-02-04 05:48:30']
['2024-02-04 05:58:16', '2024-02-04 05:54:10']
['2024-02-04 06:03:20', '2024-02-04 05:58:52']
['2024-02-04 06:07:39', '2024-02-04 06:03:34']
['2024-02-04 06:13:24', '2024-02-04 06:11:15']
['2024-02-04 06:17:06', '2024-02-04 06:13:31']
['2024-02-04 06:21:45', '2024-02-04 06:17:29']
['2024-02-04 06:27:37', '2024-02-04 06:23:04']
['2024-02-04 06:32:07', '2024-02-04 06:28:13']
['2024-02-04 06:36:47', '2024-02-04 06:33:33']
['2024-02-04 06:41:27', '2024-02-04 06:37:35']
['2024-02-04 06:46:08', '2024-02-04 06:42:39']
['2024-02-04 06:52:03', '2024-02-04 06:46:40']
['2024-02-04 06:55:21', '2024-02-04 06:52:17']
['2024-02-04 07:00:25', '2024-02-04 06:55:57']
['2024-02-04 07:03:58', '2024-02-04 07:00:39']
['2024-02-04 07:18:31', '2024-02-04 07:15:16']
['2024-02-04 07:25:13', '2024-02-04 07:21:15']
['2024-02-04 07:29:38', '2024-02-04 07:25:45']
['2024-02-04 07:34:40', '2024-02-04 07:30:40']
['2024-02-04 07:41:13', '2024-02-04 07:37:13']
['2024-02-04 07:50:54', '2024-02-04 07:46:14']
['2024-02-04 07:55:27', '2024-02-04 07:51:01']
['2024-02-04 08:04:15', '2024-02-04 08:01:17']
['2024-02-04 08:08:00', '2024-02-04 08:04:26']
['2024-02-04 08:12:28', '2024-02-04 08:08:00']
['2024-02-04 08:17:33', '2024-02-04 08:13:04']
['2024-02-04 08:22:04', '2024-02-04 08:17:47']
['2024-02-04 08:26:30', '2024-02-04 08:22:12']
['2024-02-04 08:32:34', '2024-02-04 08:27:07']
['2024-02-04 08:36:06', '2024-02-04 08:32:48']
['2024-02-04 08:40:48', '2024-02-04 08:36:52']
['2024-02-04 08:48:21', '2024-02-04 08:43:15']
['2024-02-04 08:54:01', '2024-02-04 08:49:16']
['2024-02-04 08:59:41', '2024-02-04 08:54:32']
['2024-02-04 09:04:24', '2024-02-04 09:00:15']
['2024-02-04 09:08:07', '2024-02-04 09:04:34']
['2024-02-04 09:13:34', '2024-02-04 09:08:14']
['2024-02-04 09:21:15', '2024-02-04 09:18:18']
['2024-02-04 09:26:18', '2024-02-04 09:21:58']
['2024-02-04 09:31:07', '2024-02-04 09:26:43']
['2024-02-04 09:36:23', '2024-02-04 09:32:24']
['2024-02-04 09:40:59', '2024-02-04 09:36:31']
['2024-02-04 09:45:53', '2024-02-04 09:41:25']
['2024-02-04 09:50:42', '2024-02-04 09:46:29']
['2024-02-04 09:56:29', '2024-02-04 09:50:55']
['2024-02-04 10:01:49', '2024-02-04 09:58:21']
['2024-02-04 10:06:18', '2024-02-04 10:01:57']
['2024-02-04 10:13:14', '2024-02-04 10:09:30']
['2024-02-04 10:17:54', '2024-02-04 10:13:28']
['2024-02-04 10:22:19', '2024-02-04 10:17:54']
['2024-02-04 10:26:54', '2024-02-04 10:22:56']
['2024-02-04 10:32:47', '2024-02-04 10:27:23']
['2024-02-04 10:38:21', '2024-02-04 10:32:55']
['2024-02-04 10:44:07', '2024-02-04 10:40:24']
['2024-02-04 10:48:49', '2024-02-04 10:44:36']
['2024-02-04 10:53:30', '2024-02-04 10:50:15']
['2024-02-04 10:58:16', '2024-02-04 10:53:37']
['2024-02-04 11:02:58', '2024-02-04 10:58:23']
['2024-02-04 11:07:23', '2024-02-04 11:03:05']
['2024-02-04 11:11:56', '2024-02-04 11:07:59']
['2024-02-04 11:16:52', '2024-02-04 11:13:24']
['2024-02-04 11:21:31', '2024-02-04 11:17:35']
['2024-02-04 11:26:11', '2024-02-04 11:23:14']
['2024-02-04 11:30:04', '2024-02-04 11:26:24']
['2024-02-04 11:34:24', '2024-02-04 11:30:19']
['2024-02-04 11:37:59', '2024-02-04 11:34:58']
['2024-02-04 11:42:05', '2024-02-04 11:38:26']
['2024-02-04 11:45:49', '2024-02-04 11:42:41']
['2024-02-04 11:48:59', '2024-02-04 11:46:02']
['2024-02-04 11:53:53', '2024-02-04 11:50:22']
['2024-02-04 11:59:34', '2024-02-04 11:56:14']
['2024-02-04 12:03:22', '2024-02-04 11:59:41']
['2024-02-04 12:07:00', '2024-02-04 12:03:29']
['2024-02-04 12:10:31', '2024-02-04 12:07:06']
['2024-02-04 12:14:34', '2024-02-04 12:11:13']
['2024-02-04 12:19:08', '2024-02-04 12:14:50']
['2024-02-04 12:23:45', '2024-02-04 12:19:54']
['2024-02-04 12:32:18', '2024-02-04 12:28:14']
['2024-02-04 12:37:03', '2024-02-04 12:32:25']
['2024-02-04 12:41:32', '2024-02-04 12:37:10']
['2024-02-04 12:45:34', '2024-02-04 12:42:07']
['2024-02-04 12:48:43', '2024-02-04 12:45:34']
['2024-02-04 12:53:24', '2024-02-04 12:49:26']
['2024-02-04 12:57:26', '2024-02-04 12:54:00']
['2024-02-04 13:01:00', '2024-02-04 12:58:13']
['2024-02-04 13:04:59', '2024-02-04 13:01:14']
['2024-02-04 13:09:13', '2024-02-04 13:05:49']
['2024-02-04 13:13:47', '2024-02-04 13:09:42']
['2024-02-04 13:19:41', '2024-02-04 13:15:24']
['2024-02-04 13:23:29', '2024-02-04 13:19:48']
['2024-02-04 13:26:48', '2024-02-04 13:23:37']
['2024-02-04 13:30:49', '2024-02-04 13:27:38']
['2024-02-04 13:37:22', '2024-02-04 13:34:13']
['2024-02-04 13:40:57', '2024-02-04 13:37:22']
['2024-02-04 13:45:43', '2024-02-04 13:41:26']
['2024-02-04 13:52:09', '2024-02-04 13:49:16']
['2024-02-04 13:59:03', '2024-02-04 13:54:13']
['2024-02-04 14:04:46', '2024-02-04 14:01:14']
['2024-02-04 14:08:17', '2024-02-04 14:04:53']
['2024-02-04 14:13:18', '2024-02-04 14:08:52']
['2024-02-04 14:17:51', '2024-02-04 14:13:31']
['2024-02-04 14:22:17', '2024-02-04 14:17:59']
['2024-02-04 14:26:52', '2024-02-04 14:22:52']
['2024-02-04 14:30:54', '2024-02-04 14:27:21']
['2024-02-04 14:34:41', '2024-02-04 14:31:30']
['2024-02-04 14:38:14', '2024-02-04 14:34:54']
['2024-02-04 14:42:47', '2024-02-04 14:39:39']
['2024-02-04 14:47:27', '2024-02-04 14:43:31']
['2024-02-04 14:51:14', '2024-02-04 14:47:34']
['2024-02-04 14:55:55', '2024-02-04 14:51:21']
['2024-02-04 14:59:21', '2024-02-04 14:56:02']
['2024-02-04 15:03:23', '2024-02-04 14:59:55']
['2024-02-04 15:07:56', '2024-02-04 15:03:39']
['2024-02-04 15:12:23', '2024-02-04 15:08:03']
['2024-02-04 15:17:27', '2024-02-04 15:12:52']
['2024-02-04 15:20:57', '2024-02-04 15:17:42']
['2024-02-04 15:26:17', '2024-02-04 15:22:24']
['2024-02-04 15:30:04', '2024-02-04 15:26:54']
['2024-02-04 15:33:52', '2024-02-04 15:30:34']
['2024-02-04 15:38:32', '2024-02-04 15:34:20']
['2024-02-04 15:41:59', '2024-02-04 15:38:39']
['2024-02-04 15:47:53', '2024-02-04 15:45:13']
['2024-02-04 15:54:35', '2024-02-04 15:51:13']
['2024-02-04 15:59:27', '2024-02-04 15:54:42']
['2024-02-04 16:03:50', '2024-02-04 15:59:27']
['2024-02-04 16:07:34', '2024-02-04 16:05:12']
['2024-02-04 16:12:03', '2024-02-04 16:07:41']
['2024-02-04 16:17:59', '2024-02-04 16:15:15']
['2024-02-04 16:22:31', '2024-02-04 16:18:06']
['2024-02-04 16:28:26', '2024-02-04 16:23:57']
['2024-02-04 16:31:59', '2024-02-04 16:29:15']
['2024-02-04 16:35:31', '2024-02-04 16:32:05']
['2024-02-04 16:39:05', '2024-02-04 16:36:05']
['2024-02-04 16:42:58', '2024-02-04 16:40:14']
['2024-02-04 16:47:32', '2024-02-04 16:43:06']
['2024-02-04 16:52:07', '2024-02-04 16:48:07']
['2024-02-04 16:55:59', '2024-02-04 16:53:27']
['2024-02-04 17:00:47', '2024-02-04 16:57:04']
['2024-02-04 17:04:25', '2024-02-04 17:01:16']
['2024-02-04 17:08:06', '2024-02-04 17:04:34']
['2024-02-04 17:12:50', '2024-02-04 17:08:50']
['2024-02-04 17:17:23', '2024-02-04 17:14:14']
['2024-02-04 17:22:03', '2024-02-04 17:19:19']
['2024-02-04 17:25:59', '2024-02-04 17:22:32']
['2024-02-04 17:29:16', '2024-02-04 17:26:15']
['2024-02-04 17:38:02', '2024-02-04 17:35:13']
['2024-02-04 17:41:57', '2024-02-04 17:38:29']
['2024-02-04 17:45:16', '2024-02-04 17:42:11']
['2024-02-04 17:52:05', '2024-02-04 17:49:15']
['2024-02-04 17:55:58', '2024-02-04 17:52:36']
['2024-02-04 17:59:18', '2024-02-04 17:56:13']
['2024-02-04 18:05:06', '2024-02-04 18:02:14']
['2024-02-04 18:08:59', '2024-02-04 18:05:35']
['2024-02-04 18:13:33', '2024-02-04 18:11:23']
['2024-02-04 18:17:16', '2024-02-04 18:13:41']
['2024-02-04 18:20:52', '2024-02-04 18:17:24']
['2024-02-04 18:25:19', '2024-02-04 18:21:00']
['2024-02-04 18:28:54', '2024-02-04 18:25:55']
['2024-02-04 18:34:46', '2024-02-04 18:32:14']
['2024-02-04 18:38:19', '2024-02-04 18:34:53']
['2024-02-04 18:42:20', '2024-02-04 18:38:51']
['2024-02-04 18:46:47', '2024-02-04 18:44:21']
['2024-02-04 18:51:22', '2024-02-04 18:46:53']
['2024-02-04 18:56:22', '2024-02-04 18:52:39']
['2024-02-04 18:59:54', '2024-02-04 18:56:28']
['2024-02-04 19:04:23', '2024-02-04 19:00:01']
['2024-02-04 19:08:56', '2024-02-04 19:05:03']
['2024-02-04 19:13:55', '2024-02-04 19:10:05']
['2024-02-04 19:18:22', '2024-02-04 19:14:02']
['2024-02-04 19:23:24', '2024-02-04 19:18:57']
['2024-02-04 19:28:04', '2024-02-04 19:24:00']
['2024-02-04 19:32:24', '2024-02-04 19:28:19']
['2024-02-04 19:38:12', '2024-02-04 19:35:13']
['2024-02-04 19:41:53', '2024-02-04 19:38:40']
['2024-02-04 19:45:33', '2024-02-04 19:43:12']
['2024-02-04 19:49:19', '2024-02-04 19:45:42']
['2024-02-04 19:54:06', '2024-02-04 19:49:47']
['2024-02-04 19:58:27', '2024-02-04 19:55:02']
['2024-02-04 20:03:01', '2024-02-04 19:58:55']
['2024-02-04 20:07:47', '2024-02-04 20:03:36']
['2024-02-04 20:12:49', '2024-02-04 20:09:05']
['2024-02-04 20:17:16', '2024-02-04 20:13:32']
