['2024-01-30 22:32:35', '2024-01-30 21:45:28']
['2024-02-03 10:02:23', '2024-02-03 09:59:37']
['2024-02-03 10:05:35', '2024-02-03 10:02:39']
['2024-02-03 10:08:44', '2024-02-03 10:06:36']
['2024-02-03 10:11:55', '2024-02-03 10:09:00']
['2024-02-03 10:15:43', '2024-02-03 10:12:50']
['2024-02-03 10:20:18', '2024-02-03 10:17:20']
['2024-02-03 10:25:05', '2024-02-03 10:21:04']
['2024-02-03 10:27:41', '2024-02-03 10:25:05']
['2024-02-03 10:31:19', '2024-02-03 10:28:36']
['2024-02-03 10:34:50', '2024-02-03 10:31:44']
['2024-02-03 10:39:06', '2024-02-03 10:35:45']
['2024-02-03 10:43:40', '2024-02-03 10:40:24']
['2024-02-03 10:48:34', '2024-02-03 10:45:35']
['2024-02-03 10:51:54', '2024-02-03 10:49:05']
['2024-02-03 10:55:43', '2024-02-03 10:52:24']
['2024-02-03 10:59:31', '2024-02-03 10:55:53']
['2024-02-03 11:03:09', '2024-02-03 10:59:39']
['2024-02-03 11:06:41', '2024-02-03 11:04:03']
['2024-02-03 11:10:30', '2024-02-03 11:07:26']
['2024-02-03 11:13:47', '2024-02-03 11:11:06']
['2024-02-03 11:17:21', '2024-02-03 11:14:16']
['2024-02-03 11:26:03', '2024-02-03 11:23:23']
['2024-02-03 11:29:15', '2024-02-03 11:26:20']
['2024-02-03 11:33:30', '2024-02-03 11:30:44']
['2024-02-03 11:36:43', '2024-02-03 11:33:46']
['2024-02-03 11:39:23', '2024-02-03 11:36:43']
['2024-02-03 11:41:55', '2024-02-03 11:39:38']
['2024-02-03 11:46:14', '2024-02-03 11:42:49']
['2024-02-03 11:49:55', '2024-02-03 11:46:30']
['2024-02-03 11:56:14', '2024-02-03 11:52:56']
['2024-02-03 11:59:52', '2024-02-03 11:56:28']
['2024-02-03 12:05:55', '2024-02-03 12:02:58']
['2024-02-03 12:08:25', '2024-02-03 12:06:24']
['2024-02-03 12:11:35', '2024-02-03 12:09:11']
['2024-02-03 12:15:13', '2024-02-03 12:12:26']
['2024-02-03 12:18:20', '2024-02-03 12:15:29']
['2024-02-03 12:21:30', '2024-02-03 12:18:50']
['2024-02-03 12:24:56', '2024-02-03 12:21:38']
['2024-02-03 12:27:47', '2024-02-03 12:25:27']
['2024-02-03 12:31:42', '2024-02-03 12:27:56']
['2024-02-03 12:34:14', '2024-02-03 12:31:50']
['2024-02-03 12:36:58', '2024-02-03 12:34:29']
['2024-02-03 12:41:31', '2024-02-03 12:38:59']
['2024-02-03 12:45:17', '2024-02-03 12:41:40']
['2024-02-03 12:48:23', '2024-02-03 12:45:33']
['2024-02-03 12:52:32', '2024-02-03 12:50:25']
['2024-02-03 12:55:17', '2024-02-03 12:52:41']
['2024-02-03 12:58:53', '2024-02-03 12:56:45']
['2024-02-03 13:04:52', '2024-02-03 13:02:15']
['2024-02-03 13:11:42', '2024-02-03 13:08:30']
['2024-02-03 13:14:47', '2024-02-03 13:12:23']
['2024-02-03 13:19:02', '2024-02-03 13:15:38']
['2024-02-03 13:30:58', '2024-02-03 13:28:29']
['2024-02-03 13:33:41', '2024-02-03 13:31:07']
['2024-02-03 13:37:02', '2024-02-03 13:33:50']
['2024-02-03 13:41:05', '2024-02-03 13:37:44']
['2024-02-03 13:43:41', '2024-02-03 13:41:21']
['2024-02-03 13:46:56', '2024-02-03 13:43:56']
['2024-02-03 13:50:58', '2024-02-03 13:48:23']
['2024-02-03 13:53:43', '2024-02-03 13:51:07']
['2024-02-03 13:57:26', '2024-02-03 13:53:52']
['2024-02-03 14:01:08', '2024-02-03 13:57:41']
['2024-02-03 14:07:27', '2024-02-03 14:04:06']
['2024-02-03 14:11:05', '2024-02-03 14:07:41']
['2024-02-03 14:14:16', '2024-02-03 14:11:22']
['2024-02-03 14:17:29', '2024-02-03 14:15:11']
['2024-02-03 14:20:06', '2024-02-03 14:17:44']
['2024-02-03 14:23:18', '2024-02-03 14:20:22']
['2024-02-03 14:27:26', '2024-02-03 14:24:20']
['2024-02-03 14:31:09', '2024-02-03 14:27:41']
['2024-02-03 14:34:17', '2024-02-03 14:31:23']
['2024-02-03 14:38:29', '2024-02-03 14:35:06']
['2024-02-03 14:41:48', '2024-02-03 14:38:38']
['2024-02-03 14:45:42', '2024-02-03 14:42:24']
['2024-02-03 14:56:28', '2024-02-03 14:53:24']
['2024-02-03 14:59:40', '2024-02-03 14:56:44']
['2024-02-03 15:03:49', '2024-02-03 15:00:40']
['2024-02-03 15:07:15', '2024-02-03 15:04:31']
['2024-02-03 15:10:42', '2024-02-03 15:07:15']
['2024-02-03 15:14:20', '2024-02-03 15:11:40']
['2024-02-03 15:20:10', '2024-02-03 15:17:00']
['2024-02-03 15:24:10', '2024-02-03 15:20:55']
['2024-02-03 15:27:42', '2024-02-03 15:25:13']
['2024-02-03 15:31:17', '2024-02-03 15:28:25']
['2024-02-03 15:34:42', '2024-02-03 15:32:22']
['2024-02-03 15:38:21', '2024-02-03 15:35:39']
['2024-02-03 15:55:45', '2024-02-03 15:52:22']
['2024-02-03 16:02:21', '2024-02-03 15:59:23']
['2024-02-03 16:13:48', '2024-02-03 16:11:26']
['2024-02-03 16:17:22', '2024-02-03 16:14:58']
['2024-02-03 16:22:08', '2024-02-03 16:19:30']
['2024-02-03 16:25:20', '2024-02-03 16:22:24']
['2024-02-03 17:51:29', '2024-02-03 17:49:21']
['2024-02-03 17:55:10', '2024-02-03 17:52:26']
['2024-02-03 17:57:56', '2024-02-03 17:55:26']
['2024-02-03 18:01:24', '2024-02-03 17:59:04']
['2024-02-03 18:09:53', '2024-02-03 18:06:29']
['2024-02-03 18:12:41', '2024-02-03 18:10:04']
['2024-02-03 18:16:00', '2024-02-03 18:12:49']
['2024-02-03 18:18:37', '2024-02-03 18:16:00']
['2024-02-03 18:23:46', '2024-02-03 18:21:34']
['2024-02-03 18:28:54', '2024-02-03 18:26:23']
['2024-02-03 18:31:41', '2024-02-03 18:29:02']
['2024-02-03 18:35:23', '2024-02-03 18:31:51']
['2024-02-03 18:39:00', '2024-02-03 18:35:39']
['2024-02-03 18:45:22', '2024-02-03 18:42:05']
['2024-02-03 18:48:28', '2024-02-03 18:45:40']
['2024-02-03 18:52:38', '2024-02-03 18:49:29']
['2024-02-03 19:00:55', '2024-02-03 18:58:30']
['2024-02-03 19:04:43', '2024-02-03 19:02:04']
['2024-02-03 19:08:13', '2024-02-03 19:05:26']
['2024-02-03 19:11:35', '2024-02-03 19:09:27']
['2024-02-03 19:15:46', '2024-02-03 19:12:25']
['2024-02-03 19:21:23', '2024-02-03 19:18:28']
['2024-02-03 19:26:44', '2024-02-03 19:24:33']
['2024-02-03 19:29:57', '2024-02-03 19:26:57']
['2024-02-03 19:34:10', '2024-02-03 19:30:52']
['2024-02-03 19:37:46', '2024-02-03 19:34:24']
['2024-02-03 19:41:58', '2024-02-03 19:38:00']
['2024-02-03 19:47:01', '2024-02-03 19:44:22']
['2024-02-03 19:50:48', '2024-02-03 19:47:17']
['2024-02-03 19:53:59', '2024-02-03 19:51:03']
['2024-02-03 20:01:01', '2024-02-03 19:57:23']
['2024-02-03 20:04:13', '2024-02-03 20:01:17']
['2024-02-03 20:08:28', '2024-02-03 20:05:39']
['2024-02-03 20:12:00', '2024-02-03 20:09:39']
['2024-02-03 20:15:51', '2024-02-03 20:12:17']
['2024-02-03 20:18:59', '2024-02-03 20:16:06']
['2024-02-03 20:24:03', '2024-02-03 20:20:32']
['2024-02-03 20:27:47', '2024-02-03 20:24:18']
['2024-02-03 20:32:31', '2024-02-03 20:29:31']
['2024-02-03 20:37:04', '2024-02-03 20:33:56']
['2024-02-03 20:40:50', '2024-02-03 20:37:17']
['2024-02-03 20:45:17', '2024-02-03 20:41:33']
['2024-02-03 20:48:41', '2024-02-03 20:45:17']
['2024-02-03 20:54:23', '2024-02-03 20:49:36']
['2024-02-03 21:00:17', '2024-02-03 20:55:15']
['2024-02-03 21:06:13', '2024-02-03 21:01:11']
['2024-02-03 21:10:54', '2024-02-03 21:06:28']
['2024-02-03 21:15:20', '2024-02-03 21:11:57']
['2024-02-03 21:19:47', '2024-02-03 21:15:20']
['2024-02-03 21:24:41', '2024-02-03 21:21:02']
['2024-02-03 21:28:32', '2024-02-03 21:25:24']
['2024-02-03 21:33:59', '2024-02-03 21:29:20']
['2024-02-03 21:38:25', '2024-02-03 21:34:31']
['2024-02-03 21:44:20', '2024-02-03 21:41:23']
['2024-02-03 21:50:06', '2024-02-03 21:45:31']
['2024-02-03 21:55:47', '2024-02-03 21:51:04']
['2024-02-03 22:00:22', '2024-02-03 21:56:49']
['2024-02-03 22:05:08', '2024-02-03 22:00:59']
['2024-02-03 22:09:21', '2024-02-03 22:05:23']
['2024-02-03 22:15:29', '2024-02-03 22:11:23']
['2024-02-03 22:19:57', '2024-02-03 22:15:37']
['2024-02-03 22:25:50', '2024-02-03 22:21:23']
['2024-02-03 22:30:32', '2024-02-03 22:27:24']
['2024-02-03 22:34:14', '2024-02-03 22:30:41']
['2024-02-03 22:39:53', '2024-02-03 22:36:41']
['2024-02-03 22:44:23', '2024-02-03 22:40:28']
['2024-02-03 22:49:09', '2024-02-03 22:45:27']
['2024-02-03 22:54:57', '2024-02-03 22:49:24']
['2024-02-03 23:01:33', '2024-02-03 22:56:34']
['2024-02-03 23:07:12', '2024-02-03 23:03:22']
['2024-02-03 23:12:58', '2024-02-03 23:07:26']
['2024-02-03 23:22:31', '2024-02-03 23:16:37']
['2024-02-03 23:29:51', '2024-02-03 23:22:46']
['2024-02-03 23:37:48', '2024-02-03 23:31:17']
['2024-02-03 23:46:35', '2024-02-03 23:39:31']
['2024-02-03 23:54:22', '2024-02-03 23:47:31']
['2024-02-04 00:00:35', '2024-02-03 23:54:38']
['2024-02-04 00:09:36', '2024-02-04 00:03:32']
['2024-02-04 00:16:23', '2024-02-04 00:09:44']
['2024-02-04 01:27:33', '2024-02-04 01:25:24']
['2024-02-04 04:05:42', '2024-02-04 04:02:24']
['2024-02-04 04:26:04', '2024-02-04 04:10:22']
['2024-02-04 04:43:11', '2024-02-04 04:28:26']
['2024-02-04 04:53:53', '2024-02-04 04:44:00']
['2024-02-04 05:01:41', '2024-02-04 04:54:01']
['2024-02-04 05:08:19', '2024-02-04 05:01:50']
['2024-02-04 05:15:04', '2024-02-04 05:08:33']
['2024-02-04 05:21:38', '2024-02-04 05:16:52']
['2024-02-04 05:25:29', '2024-02-04 05:21:47']
['2024-02-04 05:35:57', '2024-02-04 05:32:23']
['2024-02-04 05:41:44', '2024-02-04 05:36:05']
['2024-02-04 05:48:22', '2024-02-04 05:42:52']
['2024-02-04 05:53:36', '2024-02-04 05:48:37']
['2024-02-04 05:58:45', '2024-02-04 05:54:33']
['2024-02-04 06:02:59', '2024-02-04 05:59:00']
['2024-02-04 06:07:48', '2024-02-04 06:03:50']
['2024-02-04 06:13:39', '2024-02-04 06:11:24']
['2024-02-04 06:17:21', '2024-02-04 06:13:48']
['2024-02-04 06:22:01', '2024-02-04 06:17:44']
['2024-02-04 06:27:14', '2024-02-04 06:22:16']
['2024-02-04 06:32:28', '2024-02-04 06:28:22']
['2024-02-04 06:37:02', '2024-02-04 06:33:41']
['2024-02-04 06:41:42', '2024-02-04 06:37:52']
['2024-02-04 06:46:32', '2024-02-04 06:42:48']
['2024-02-04 06:51:43', '2024-02-04 06:46:48']
['2024-02-04 06:55:50', '2024-02-04 06:52:42']
['2024-02-04 07:00:03', '2024-02-04 06:56:05']
['2024-02-04 07:04:13', '2024-02-04 07:00:56']
['2024-02-04 07:18:46', '2024-02-04 07:16:25']
['2024-02-04 07:25:36', '2024-02-04 07:21:25']
['2024-02-04 07:30:00', '2024-02-04 07:26:23']
['2024-02-04 07:34:26', '2024-02-04 07:30:32']
['2024-02-04 07:41:27', '2024-02-04 07:37:21']
['2024-02-04 07:51:09', '2024-02-04 07:46:22']
['2024-02-04 07:55:56', '2024-02-04 07:51:23']
['2024-02-04 08:04:35', '2024-02-04 08:01:25']
['2024-02-04 08:08:15', '2024-02-04 08:04:44']
['2024-02-04 08:12:57', '2024-02-04 08:08:29']
['2024-02-04 08:17:10', '2024-02-04 08:13:13']
['2024-02-04 08:22:19', '2024-02-04 08:18:03']
['2024-02-04 08:27:00', '2024-02-04 08:22:34']
['2024-02-04 08:32:12', '2024-02-04 08:27:15']
['2024-02-04 08:36:21', '2024-02-04 08:33:05']
['2024-02-04 08:40:26', '2024-02-04 08:36:37']
['2024-02-04 08:48:38', '2024-02-04 08:43:23']
['2024-02-04 08:54:23', '2024-02-04 08:49:24']
['2024-02-04 08:59:51', '2024-02-04 08:55:03']
['2024-02-04 09:04:42', '2024-02-04 09:00:25']
['2024-02-04 09:08:22', '2024-02-04 09:04:50']
['2024-02-04 09:14:02', '2024-02-04 09:08:37']
['2024-02-04 09:21:23', '2024-02-04 09:18:01']
['2024-02-04 09:25:49', '2024-02-04 09:22:07']
['2024-02-04 09:30:37', '2024-02-04 09:26:35']
['2024-02-04 09:36:38', '2024-02-04 09:32:32']
['2024-02-04 09:41:15', '2024-02-04 09:36:46']
['2024-02-04 09:45:38', '2024-02-04 09:41:15']
['2024-02-04 09:50:19', '2024-02-04 09:46:37']
['2024-02-04 09:56:21', '2024-02-04 09:51:11']
['2024-02-04 10:02:06', '2024-02-04 09:58:29']
['2024-02-04 10:06:47', '2024-02-04 10:02:22']
['2024-02-04 10:13:00', '2024-02-04 10:09:24']
['2024-02-04 10:18:08', '2024-02-04 10:13:45']
['2024-02-04 10:22:48', '2024-02-04 10:18:24']
['2024-02-04 10:27:15', '2024-02-04 10:23:29']
['2024-02-04 10:33:03', '2024-02-04 10:27:38']
['2024-02-04 10:38:48', '2024-02-04 10:33:18']
['2024-02-04 10:44:28', '2024-02-04 10:40:32']
['2024-02-04 10:48:58', '2024-02-04 10:45:00']
['2024-02-04 10:53:44', '2024-02-04 10:50:23']
['2024-02-04 10:58:30', '2024-02-04 10:53:53']
['2024-02-04 11:03:13', '2024-02-04 10:58:38']
['2024-02-04 11:07:51', '2024-02-04 11:03:29']
['2024-02-04 11:12:18', '2024-02-04 11:08:48']
['2024-02-04 11:17:07', '2024-02-04 11:13:32']
['2024-02-04 11:21:44', '2024-02-04 11:17:50']
['2024-02-04 11:26:32', '2024-02-04 11:23:22']
['2024-02-04 11:29:45', '2024-02-04 11:26:46']
['2024-02-04 11:34:51', '2024-02-04 11:30:42']
['2024-02-04 11:38:20', '2024-02-04 11:35:40']
['2024-02-04 11:41:45', '2024-02-04 11:38:20']
['2024-02-04 11:45:28', '2024-02-04 11:42:48']
['2024-02-04 11:49:14', '2024-02-04 11:46:20']
['2024-02-04 11:54:07', '2024-02-04 11:50:30']
['2024-02-04 11:59:48', '2024-02-04 11:56:23']
['2024-02-04 12:03:37', '2024-02-04 11:59:57']
['2024-02-04 12:07:13', '2024-02-04 12:03:46']
['2024-02-04 12:11:04', '2024-02-04 12:07:28']
['2024-02-04 12:14:11', '2024-02-04 12:11:21']
['2024-02-04 12:19:23', '2024-02-04 12:15:09']
['2024-02-04 12:23:23', '2024-02-04 12:19:38']
['2024-02-04 12:32:33', '2024-02-04 12:28:23']
['2024-02-04 12:37:17', '2024-02-04 12:32:41']
['2024-02-04 12:41:59', '2024-02-04 12:37:32']
['2024-02-04 12:45:12', '2024-02-04 12:42:14']
['2024-02-04 12:48:51', '2024-02-04 12:45:12']
['2024-02-04 12:53:32', '2024-02-04 12:49:06']
['2024-02-04 12:57:06', '2024-02-04 12:53:47']
['2024-02-04 13:01:22', '2024-02-04 12:58:21']
['2024-02-04 13:04:38', '2024-02-04 13:01:35']
['2024-02-04 13:09:35', '2024-02-04 13:06:21']
['2024-02-04 13:14:09', '2024-02-04 13:10:17']
['2024-02-04 13:19:56', '2024-02-04 13:15:43']
['2024-02-04 13:23:45', '2024-02-04 13:20:04']
['2024-02-04 13:27:03', '2024-02-04 13:23:53']
['2024-02-04 13:31:05', '2024-02-04 13:27:54']
['2024-02-04 13:37:36', '2024-02-04 13:34:22']
['2024-02-04 13:41:06', '2024-02-04 13:37:45']
['2024-02-04 13:45:57', '2024-02-04 13:41:35']
['2024-02-04 13:52:17', '2024-02-04 13:48:18']
['2024-02-04 13:59:25', '2024-02-04 13:54:22']
['2024-02-04 14:05:01', '2024-02-04 14:01:22']
['2024-02-04 14:08:45', '2024-02-04 14:05:17']
['2024-02-04 14:12:59', '2024-02-04 14:09:01']
['2024-02-04 14:18:06', '2024-02-04 14:13:48']
['2024-02-04 14:22:45', '2024-02-04 14:18:21']
['2024-02-04 14:27:14', '2024-02-04 14:23:56']
['2024-02-04 14:30:39', '2024-02-04 14:27:14']
['2024-02-04 14:34:21', '2024-02-04 14:31:38']
['2024-02-04 14:38:29', '2024-02-04 14:35:12']
['2024-02-04 14:43:01', '2024-02-04 14:39:47']
['2024-02-04 14:47:42', '2024-02-04 14:44:28']
['2024-02-04 14:51:29', '2024-02-04 14:47:51']
['2024-02-04 14:56:10', '2024-02-04 14:51:38']
['2024-02-04 14:59:49', '2024-02-04 14:56:24']
['2024-02-04 15:03:02', '2024-02-04 15:00:03']
['2024-02-04 15:08:11', '2024-02-04 15:03:56']
['2024-02-04 15:12:45', '2024-02-04 15:09:11']
['2024-02-04 15:17:05', '2024-02-04 15:13:00']
['2024-02-04 15:21:11', '2024-02-04 15:17:58']
['2024-02-04 15:26:26', '2024-02-04 15:21:27']
['2024-02-04 15:30:27', '2024-02-04 15:27:10']
['2024-02-04 15:34:01', '2024-02-04 15:30:58']
['2024-02-04 15:42:14', '2024-02-04 15:34:29']
['2024-02-04 15:48:07', '2024-02-04 15:45:21']
['2024-02-04 15:54:50', '2024-02-04 15:51:22']
['2024-02-04 15:59:34', '2024-02-04 15:54:58']
['2024-02-04 16:03:59', '2024-02-04 15:59:42']
['2024-02-04 16:07:49', '2024-02-04 16:05:20']
['2024-02-04 16:12:18', '2024-02-04 16:07:57']
['2024-02-04 16:18:14', '2024-02-04 16:15:23']
['2024-02-04 16:23:01', '2024-02-04 16:18:29']
['2024-02-04 16:28:05', '2024-02-04 16:23:42']
['2024-02-04 16:32:13', '2024-02-04 16:29:23']
['2024-02-04 16:35:58', '2024-02-04 16:32:28']
['2024-02-04 16:39:26', '2024-02-04 16:36:35']
['2024-02-04 16:43:13', '2024-02-04 16:40:23']
['2024-02-04 16:48:00', '2024-02-04 16:43:27']
['2024-02-04 16:52:29', '2024-02-04 16:48:40']
['2024-02-04 16:56:14', '2024-02-04 16:53:35']
['2024-02-04 17:00:27', '2024-02-04 16:56:29']
['2024-02-04 17:04:41', '2024-02-04 17:01:24']
['2024-02-04 17:08:20', '2024-02-04 17:04:50']
['2024-02-04 17:12:29', '2024-02-04 17:08:35']
['2024-02-04 17:17:37', '2024-02-04 17:14:22']
['2024-02-04 17:22:25', '2024-02-04 17:19:27']
['2024-02-04 17:25:37', '2024-02-04 17:22:40']
['2024-02-04 17:29:45', '2024-02-04 17:26:37']
['2024-02-04 17:38:23', '2024-02-04 17:35:21']
['2024-02-04 17:41:37', '2024-02-04 17:38:37']
['2024-02-04 17:45:44', '2024-02-04 17:42:33']
['2024-02-04 17:52:28', '2024-02-04 17:49:23']
['2024-02-04 17:55:38', '2024-02-04 17:52:44']
['2024-02-04 17:59:46', '2024-02-04 17:56:36']
['2024-02-04 18:05:28', '2024-02-04 18:02:21']
['2024-02-04 18:08:39', '2024-02-04 18:05:43']
['2024-02-04 18:13:49', '2024-02-04 18:11:40']
['2024-02-04 18:17:32', '2024-02-04 18:13:58']
['2024-02-04 18:21:08', '2024-02-04 18:17:41']
['2024-02-04 18:25:49', '2024-02-04 18:21:23']
['2024-02-04 18:29:15', '2024-02-04 18:26:25']
['2024-02-04 18:35:01', '2024-02-04 18:32:22']
['2024-02-04 18:38:45', '2024-02-04 18:35:16']
['2024-02-04 18:42:01', '2024-02-04 18:38:58']
['2024-02-04 18:47:01', '2024-02-04 18:44:29']
['2024-02-04 18:51:50', '2024-02-04 18:47:15']
['2024-02-04 18:55:56', '2024-02-04 18:52:25']
['2024-02-04 19:00:09', '2024-02-04 18:56:44']
['2024-02-04 19:04:57', '2024-02-04 19:00:23']
['2024-02-04 19:09:18', '2024-02-04 19:05:39']
['2024-02-04 19:14:11', '2024-02-04 19:10:22']
['2024-02-04 19:18:50', '2024-02-04 19:14:25']
['2024-02-04 19:23:04', '2024-02-04 19:19:04']
['2024-02-04 19:27:44', '2024-02-04 19:24:07']
['2024-02-04 19:32:51', '2024-02-04 19:28:41']
['2024-02-04 19:38:33', '2024-02-04 19:35:22']
['2024-02-04 19:42:01', '2024-02-04 19:39:03']
['2024-02-04 19:45:50', '2024-02-04 19:43:20']
['2024-02-04 19:49:40', '2024-02-04 19:45:58']
['2024-02-04 19:53:47', '2024-02-04 19:49:53']
['2024-02-04 19:58:48', '2024-02-04 19:55:17']
['2024-02-04 20:03:22', '2024-02-04 19:59:24']
['2024-02-04 20:07:53', '2024-02-04 20:03:22']
['2024-02-04 20:12:23', '2024-02-04 20:09:13']
['2024-02-04 20:17:38', '2024-02-04 20:13:41']
['2024-02-04 20:22:49', '2024-02-04 20:17:53']
['2024-02-04 20:38:51', '2024-02-04 20:35:23']
['2024-02-04 20:44:33', '2024-02-04 20:40:08']
['2024-02-04 20:48:58', '2024-02-04 20:44:54']
['2024-02-04 20:54:26', '2024-02-04 20:50:36']
['2024-02-04 21:00:43', '2024-02-04 20:54:55']
['2024-02-04 21:07:01', '2024-02-04 21:00:52']
['2024-02-04 21:12:41', '2024-02-04 21:07:01']
['2024-02-04 21:17:16', '2024-02-04 21:13:31']
['2024-02-04 21:23:26', '2024-02-04 21:19:21']
['2024-02-04 21:27:36', '2024-02-04 21:23:42']
['2024-02-04 21:32:43', '2024-02-04 21:28:30']
['2024-02-04 21:38:11', '2024-02-04 21:33:28']
